plugin,formid,editor_id,name,archetype,actor_value,magic_skill,resist_value,cast_type,target_type,flags,modding_read,validation
Dawnguard.esm,Dawnguard.esm:0142B2,DLC1LD_AetherialStaffEnchEffect,,Script,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoDuration, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00CF9F,DLC1LD_AetherialStaffSummonDwarvenSphere01,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00CFA0,DLC1LD_AetherialStaffSummonDwarvenSphere02,,SummonCreature,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00CFA1,DLC1LD_AetherialStaffSummonDwarvenSpider01,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00CF9E,DLC1LD_AetherialStaffSummonDwarvenSpider02,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:0121A8,DLC1LD_AetherialStaffSummonMishapScrap,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:0121A6,DLC1LD_AetherialStaffSummonMishapSphere,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:0121A3,DLC1LD_AetherialStaffSummonMishapSpider,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:0142AE,DLC1LD_EnchAetherialArmorNullEffect,,Script,None,None,None,ConstantEffect,Self,"NoHitEvent, NoDuration, NoMagnitude, NoArea, HideInUI, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:0142AB,DLC1LD_EnchKatriaBowEffect,,Script,None,None,None,FireAndForget,Touch,"NoHitEvent, NoDuration, NoMagnitude, NoArea, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:015C3B,DLC1LD_ForgemasterFireballEffect,,ValueModifier,Health,Destruction,ResistFire,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:015C41,DLC1LD_ForgemasterFireBreathEffect,,ValueModifier,Health,None,ResistFire,Concentration,Aimed,"Hostile, Detrimental, FXPersist, GoryVisuals, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:015C44,DLC1LD_ForgemasterFlameCloakEffect,,Cloak,None,Destruction,ResistFire,ConstantEffect,Self,"DispelWithKeywords, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00CFA7,DLC1LD_GhostAbilityFX,,Script,None,None,None,ConstantEffect,Self,"NoDuration, FXPersist",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:01533C,DLC1LD_LavaEffect,,ValueModifier,Health,None,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, DispelWithKeywords, NoArea, NoRecast, NoHitEffect",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:015339,DLC1LD_LavaEffectLingering,,ValueModifier,Health,None,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, DispelWithKeywords, NoArea, NoRecast",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:002980,DLC1LD_LavaImagespaceEffect,,Script,None,None,None,ConstantEffect,Self,"DispelWithKeywords, NoArea, NoRecast, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:015338,DLC1LD_SteamBlastEffect,,ValueModifier,Health,Destruction,ResistFire,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:01533B,DLC1LD_SteamEffect,,ValueModifier,Health,None,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, DispelWithKeywords, NoArea, NoRecast, NoHitEffect",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:015337,DLC1LD_SteamEffectHealing,,ValueModifier,Health,None,None,FireAndForget,Touch,"DispelWithKeywords, NoArea, FXPersist, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:01533A,DLC1LD_SteamEffectLingering,,ValueModifier,Health,None,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, DispelWithKeywords, NoArea, NoRecast",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:01A321,DLC1MistformEffect,,Etherealize,None,None,None,FireAndForget,Self,"NoMagnitude, NoArea, FXPersist, NoRecast",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:01AA35,DLC1MistformInvisEffect,,ValueModifier,Invisibility,None,None,FireAndForget,Self,"Recover, NoArea, FXPersist, NoRecast, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:012D19,DLC1MistformMuffle,,ValueModifier,MovementNoiseMult,Restoration,None,FireAndForget,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00F4D8,DLC1nVampireAbsorbMagickaConcAimed,,Absorb,Magicka,Destruction,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:00F4D9,DLC1nVampireAbsorbMagickaFFAimed,,Absorb,Magicka,None,ResistMagic,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:0068B3,DLC1nVampireBatsAmuletEffect,,Cloak,None,None,ResistMagic,FireAndForget,Self,"NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:0068B5,DLC1nVampireBatsAmuletEffectDMG,,Absorb,Health,None,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:00E7B0,DLC1nVampireBloodCloakEffect,,Cloak,None,None,None,FireAndForget,Self,"DispelWithKeywords, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:00E7B2,DLC1nVampireBloodPlagueEffect,,Absorb,Health,None,None,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, PowerAffectsDuration, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:00E7E8,DLC1nVampireBloodyGripCloakDMGEffect,,Absorb,Health,None,None,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsDuration, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:00E7D7,DLC1nVampireBloodyGripCloakEffect,,Cloak,None,None,None,Concentration,Self,"Hostile, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:00E7D1,DLC1nVampireDrainShadeEffect,,Absorb,Health,None,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:00E7E9,DLC1nVampireMagickaDrainClaws,,Absorb,Magicka,None,None,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:0068B7,DLC1nVampireReflexEffect,,SlowTime,None,Alteration,None,FireAndForget,Self,"NoArea, NoRecast",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:00D3C0,DLC1ParalysisFFAimed,,Paralysis,Paralysis,None,None,FireAndForget,Aimed,"Hostile, Recover, NoMagnitude, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00A26B,DLC1PCVampireAbsorbHealthConcAimed,,Absorb,Health,None,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:019321,DLC1PCVampireAbsorbHealthFFAimed,,Absorb,Health,None,ResistMagic,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:01419C,DLC1PCVampireAbsorbMagickaConcAimed,,Absorb,Magicka,None,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:019322,DLC1PCVampireAbsorbMagickaFFAimed,,Absorb,Magicka,None,ResistMagic,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:01419A,DLC1PCVampireAbsorbStaminaConcAimed,,Absorb,Stamina,None,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:019323,DLC1PCVampireAbsorbStaminaFFAimed,,Absorb,Stamina,None,ResistMagic,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:019325,DLC1PCVampireDamageHealthFFAimed,,ValueModifier,Health,None,ResistMagic,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Dawnguard.esm,Dawnguard.esm:00D3C1,DLC1ReanimateFFAimed25,,Reanimate,None,None,None,FireAndForget,Aimed,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00D3BF,DLC1ReanimateFFTargetActor25,,Reanimate,None,None,None,FireAndForget,TargetActor,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:01AAD0,DLC1RedwaterDamageMagickaRegen,,PeakValueModifier,MagickaRate,None,None,ConstantEffect,Self,"Recover, NoDuration, NoArea, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Dawnguard.esm,Dawnguard.esm:01AAD2,DLC1RedwaterDamageStaminaRegen,,PeakValueModifier,StaminaRate,None,None,ConstantEffect,Self,"Recover, NoDuration, NoArea, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Dawnguard.esm,Dawnguard.esm:00D952,DLC1ReflectingShieldEffect01,,Stagger,None,None,None,FireAndForget,Aimed,Hostile,magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00D955,DLC1ReflectingShieldEffect02,,Stagger,None,Destruction,None,FireAndForget,Aimed,Hostile,magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00D957,DLC1ReflectingShieldEffect03,,Stagger,None,Destruction,None,FireAndForget,Aimed,Hostile,magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00E8D1,DLC1RestoreHealthUndeadConcActor,,ValueModifier,Health,Restoration,None,Concentration,TargetActor,"FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00E8D3,DLC1RestoreHealthUndeadFFActor,,ValueModifier,Health,Restoration,None,FireAndForget,TargetActor,"NoDuration, NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:00CD5B,DLC1RevertEffect,,Script,None,None,None,FireAndForget,Self,0,magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:014557,DLC1RuneHammerVisualEffect,,Script,None,None,None,FireAndForget,Touch,"NoHitEvent, NoDuration, NoMagnitude, NoArea, HideInUI, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:0122B9,DLC1SCCraterSpellEffect,,ValueModifier,Health,None,None,FireAndForget,Self,"NoDuration, FXPersist, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Dawnguard.esm,Dawnguard.esm:008445,DLC1ScriptAIEffect,,Script,None,None,None,FireAndForget,Aimed,"Hostile, Recover, NoArea, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:008446,DLC1ScriptAIFlyingEffect,,Script,None,None,None,FireAndForget,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:014322,DLC1SCShockDamageBoltStormAimed,,DualValueModifier,Health,None,ResistShock,FireAndForget,Aimed,"Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:004630,DLC1SCShockDamageBoltStormNoDMG,,DualValueModifier,Health,None,ResistShock,FireAndForget,Aimed,"Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:011F2B,DLC1SeranaAbsorbHealthConcAimed,,Absorb,Health,None,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:011F2D,DLC1SeranaAbsorbMagickaConcAimed,,Absorb,Magicka,Destruction,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:011F2E,DLC1SeranaAbsorbStaminaConcAimed,,Absorb,Stamina,Destruction,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:008A5D,DLC1SimDamageConcAimedCloak,,ValueModifier,Health,Destruction,None,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:010FC9,DLC1SoulAbDamageHealRate,,PeakValueModifier,HealRateMult,None,None,ConstantEffect,Self,"Recover, Detrimental, NoDuration, NoArea, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Dawnguard.esm,Dawnguard.esm:010FCD,DLC1SoulAbDamageHealth,,PeakValueModifier,Health,None,None,ConstantEffect,Self,"Recover, Detrimental, NoArea, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:010FCE,DLC1SoulAbDamageMagicka,,PeakValueModifier,Magicka,None,None,ConstantEffect,Self,"Recover, Detrimental, NoArea, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:010FC8,DLC1SoulAbDamageMagickaRate,,PeakValueModifier,MagickaRateMult,None,None,ConstantEffect,Self,"Recover, Detrimental, NoDuration, NoArea, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Dawnguard.esm,Dawnguard.esm:010FCF,DLC1SoulAbDamageStamina,,PeakValueModifier,Stamina,None,None,ConstantEffect,Self,"Recover, Detrimental, NoArea, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:010FC7,DLC1SoulAbDamageStaminaRate,,PeakValueModifier,StaminaRateMult,None,None,ConstantEffect,Self,"Recover, Detrimental, NoDuration, NoArea, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Dawnguard.esm,Dawnguard.esm:00BDCD,DLC1SoulCairnAbFXBoneman,,Script,None,None,None,ConstantEffect,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:011BD3,DLC1SoulCairnAbFXBonemanSummon,,Script,None,None,None,ConstantEffect,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:008942,DLC1SoulCairnAbFXKeeperHead,,Script,None,None,None,ConstantEffect,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:008943,DLC1SoulCairnAbFXKeeperHeadWithHelmet,,Script,None,None,None,ConstantEffect,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:006AEE,DLC1SoulCairnAbFXSkeletonNecro,,Script,None,None,None,ConstantEffect,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:011BD4,DLC1SoulCairnAbFXSkeletonNecroSummon,,Script,None,None,None,ConstantEffect,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:019AAF,DLC1SoulCairnAbGhost,,Script,None,None,None,ConstantEffect,Self,"NoDuration, FXPersist",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:010FC6,DLC1SoulEssenceDamage,,PeakValueModifier,Health,None,None,ConstantEffect,Self,"Recover, Detrimental, NoArea, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:010FCB,DLC1SoulTrapFFActor,,Script,None,Conjuration,None,FireAndForget,TargetActor,"Hostile, Recover, NoMagnitude, NoArea, PowerAffectsDuration",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:012D17,DLC1StaggerPushFFSelfArea,,Stagger,None,None,None,FireAndForget,Self,"FXPersist, HideInUI",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:010EC0,DLC1SummonDragonDescription,,Script,None,None,None,FireAndForget,TargetLocation,"Recover, NoHitEvent, FXPersist, NoRecast, PowerAffectsDuration, Painless",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:0030D3,DLC1SummonDragonEffect,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, HideInUI, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:016906,DLC1SummonGargoyle,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:008A5C,DLC1SunCloakFFSelf,,Cloak,None,Restoration,None,FireAndForget,Self,"DispelWithKeywords, NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:010D8B,DLC1SunCloakFFSelfIsran,,Cloak,None,Destruction,None,FireAndForget,Self,"DispelWithKeywords, NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:003F50,DLC1SunDamageFFAimed,,ValueModifier,Health,Restoration,None,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:00844B,DLC1SunDamageFFAimedArea,,ValueModifier,Health,Restoration,None,FireAndForget,Aimed,"Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:00A3B9,DLC1SunLightFFSelf,,Light,None,Restoration,None,FireAndForget,Self,"FXPersist, HideInUI",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:0068BC,DLC1SuperReflexPhilSpeedEffect,,PeakValueModifier,WeaponSpeedMult,None,None,FireAndForget,Self,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:007EAE,DLC1testPhilAbAtronachSoulShock,,Cloak,None,None,ResistShock,ConstantEffect,Self,"Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:007EB0,DLC1testPhilcrSoulDamageConcAimed,,DualValueModifier,Health,Destruction,ResistShock,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dawnguard.esm,Dawnguard.esm:0068BB,DLC1testPhilSlowCloakEffect,,Cloak,None,None,ResistMagic,ConstantEffect,Self,"NoDuration, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Dawnguard.esm,Dawnguard.esm:0068BA,DLC1testPhilSlowCloakEffectDMG,,PeakValueModifier,SpeedMult,None,None,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
