plugin,formid,editor_id,name,enchant_type,cast_type,target_type,charge_amount,effects,modding_use,validation
Dragonborn.esm,Dragonborn.esm:039D23,dlc2MKEncMiraakRobe02,,Enchantment,ConstantEffect,Self,2644,EnchFortifyAlterationConstantSelf (Skyrim.esm:07A0F2)|mag=15|area=0|dur=0; EnchFortifyConjurationConstantSelf (Skyrim.esm:07A0F5)|mag=15|area=0|dur=0; EnchFortifyDestructionConstantSelf (Skyrim.esm:07A0F6)|mag=15|area=0|dur=0; EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=15|area=0|dur=0; EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=15|area=0|dur=0; EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Dragonborn.esm,Dragonborn.esm:039D25,dlc2MKEncMiraakRobe03,,Enchantment,ConstantEffect,Self,4490,EnchFortifyAlterationConstantSelf (Skyrim.esm:07A0F2)|mag=25|area=0|dur=0; EnchFortifyConjurationConstantSelf (Skyrim.esm:07A0F5)|mag=25|area=0|dur=0; EnchFortifyDestructionConstantSelf (Skyrim.esm:07A0F6)|mag=25|area=0|dur=0; EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=25|area=0|dur=0; EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=25|area=0|dur=0; EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=125|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Dragonborn.esm,Dragonborn.esm:039D1C,dlc2MKEncMiraakRobeExplosion,,Enchantment,FireAndForget,Touch,0,dlc2MKMiraakRobeExplosionEffect (Dragonborn.esm:039D1D)|mag=100|area=0|dur=0,enchantment effect reference,extracted
Dragonborn.esm,Dragonborn.esm:039FA7,dlc2MKEncMiraakStaff1,,StaffEnchantment,Concentration,Aimed,67,DLC2MiraaksStaffTentaclesEffect (Dragonborn.esm:03A3D2)|mag=20|area=0|dur=1,enchantment effect reference,extracted
Dragonborn.esm,Dragonborn.esm:039FA8,dlc2MKEncMiraakStaff2,,StaffEnchantment,Concentration,Aimed,67,DLC2MiraaksStaffTentaclesEffect (Dragonborn.esm:03A3D2)|mag=20|area=0|dur=1,enchantment effect reference,extracted
Dragonborn.esm,Dragonborn.esm:039FA9,dlc2MKEncMiraakStaff3,,StaffEnchantment,Concentration,Aimed,67,DLC2MiraaksStaffTentaclesEffect (Dragonborn.esm:03A3D2)|mag=20|area=0|dur=1,enchantment effect reference,extracted
Dragonborn.esm,Dragonborn.esm:039FB5,dlc2MKEncMiraakStaffNPC,,StaffEnchantment,Concentration,Aimed,18,DLC2MKMiraakStaffSpellEffect (Dragonborn.esm:039FA5)|mag=10|area=0|dur=1,enchantment effect reference,extracted
Dragonborn.esm,Dragonborn.esm:03A3D3,dlc2MKEncMiraakStaffTentacles1,,StaffEnchantment,Concentration,Aimed,0,DLC2MiraaksStaffTentaclesEffect (Dragonborn.esm:03A3D2)|mag=40|area=0|dur=30,enchantment effect reference,extracted
Dragonborn.esm,Dragonborn.esm:03D292,DLC2StaffEnchBlizzard,,StaffEnchantment,FireAndForget,Aimed,539,DLC2FrostDamageHazardFFAimedArea40 (Dragonborn.esm:03D294)|mag=20|area=40|dur=10,combat enchantment reference,extracted
Dragonborn.esm,Dragonborn.esm:03D296,DLC2StaffEnchFireStorm,,StaffEnchantment,FireAndForget,Aimed,514,DLC2FireDamageFFAimedArea40 (Dragonborn.esm:03D293)|mag=125|area=40|dur=1,combat enchantment reference,extracted
Dragonborn.esm,Dragonborn.esm:03D29A,DLC2StaffEnchLightningStorm,,StaffEnchantment,Concentration,Aimed,173,DLC2ShockDamageMassConcAimed (Dragonborn.esm:030CE3)|mag=75|area=0|dur=1,combat enchantment reference,extracted
Dragonborn.esm,Dragonborn.esm:03D29F,DLC2StaffEnchMayhem,,StaffEnchantment,FireAndForget,Aimed,470,DLC2InfluenceAggUpFFAimedArea50 (Dragonborn.esm:03D29B)|mag=25|area=50|dur=60,enchantment effect reference,extracted
Dragonborn.esm,Dragonborn.esm:02AD35,DLC2TGArmorFortifyCarryBlackguard,,Enchantment,ConstantEffect,Self,1478,EnchFortifyCarryConstantSelf (Skyrim.esm:07A0F4)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Dragonborn.esm,Dragonborn.esm:02AD36,DLC2TGArmorFortifyLockpickingBlackguard,,Enchantment,ConstantEffect,Self,578,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Dragonborn.esm,Dragonborn.esm:02AD37,DLC2TGArmorFortifyPickpocketBlackguard,,Enchantment,ConstantEffect,Self,636,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Dragonborn.esm,Dragonborn.esm:02AD38,DLC2TGArmorFortifySpeechcraftBlackguard,,Enchantment,ConstantEffect,Self,1345,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0200C7,DLC2VoiceEnchBattleFury,,Enchantment,FireAndForget,Touch,0,DLC2VoiceBattleFuryEnchantment (Dragonborn.esm:0200C8)|mag=1|area=0|dur=0,enchantment effect reference,extracted
Dragonborn.esm,Skyrim.esm:105250,EnchRobesFortifyMagickaRate02,,Enchantment,ConstantEffect,Self,577,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=75|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Dragonborn.esm,Skyrim.esm:104D91,EnchRobesFortifyMagickaRate05,,Enchantment,ConstantEffect,Self,1237,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=150|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0397ED,MiraaktestStaffEnchWallOfStorms,,StaffEnchantment,Concentration,Aimed,0,DLC2LurkerSlimeConcAimed (Dragonborn.esm:01AE9B)|mag=8|area=0|dur=1,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:0030A3,BYOHHousePart001Room1LayoutEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart001Effect (HearthFires.esm:0030A2)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:0030A4,BYOHHousePart010Room2LayoutAEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart010Effect (HearthFires.esm:0030A5)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:0030A8,BYOHHousePart011Room2LayoutBEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart011Effect (HearthFires.esm:0030A6)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:0030A9,BYOHHousePart012Room2LayoutCEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart012Effect (HearthFires.esm:0030A7)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AA9,BYOHHousePart030Room1WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart030Effect (HearthFires.esm:007A8F)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AAA,BYOHHousePart031Room1WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart031Effect (HearthFires.esm:007A90)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AAB,BYOHHousePart032Room2WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart032Effect (HearthFires.esm:007A91)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AAC,BYOHHousePart033Room2WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart033Effect (HearthFires.esm:007A92)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AAD,BYOHHousePart034Room1BWorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart034Effect (HearthFires.esm:007A93)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AAE,BYOHHousePart035Room1BWorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart035Effect (HearthFires.esm:007A94)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007ACE,BYOHHousePart060Room3Ench,,Enchantment,ConstantEffect,Self,0,BYOHHousePart060Effect (HearthFires.esm:007AC5)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007ACF,BYOHHousePart061Room4Ench,,Enchantment,ConstantEffect,Self,0,BYOHHousePart061Effect (HearthFires.esm:007AC6)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AD0,BYOHHousePart062Room5Ench,,Enchantment,ConstantEffect,Self,0,BYOHHousePart062Effect (HearthFires.esm:007AC7)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AD1,BYOHHousePart063Room6Ench,,Enchantment,ConstantEffect,Self,0,BYOHHousePart063Effect (HearthFires.esm:007ACB)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AD2,BYOHHousePart064Room7Ench,,Enchantment,ConstantEffect,Self,0,BYOHHousePart064Effect (HearthFires.esm:007ACC)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AD3,BYOHHousePart065Room8Ench,,Enchantment,ConstantEffect,Self,0,BYOHHousePart065Effect (HearthFires.esm:007AC8)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AD4,BYOHHousePart066Room9Ench,,Enchantment,ConstantEffect,Self,0,BYOHHousePart066Effect (HearthFires.esm:007ACA)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AD5,BYOHHousePart067Room10Ench,,Enchantment,ConstantEffect,Self,0,BYOHHousePart067Effect (HearthFires.esm:007ACD)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AD6,BYOHHousePart068Room11Ench,,Enchantment,ConstantEffect,Self,0,BYOHHousePart068Effect (HearthFires.esm:007AC9)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:00F3CF,BYOHHousePart187ShrineBaseEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart187ShrineBaseEffect (HearthFires.esm:00F3CE)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AC4,BYOHHousePart190CellarEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart190Effect (HearthFires.esm:007AC3)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AAF,BYOHHousePart200Room3WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart200Effect (HearthFires.esm:007A95)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AB0,BYOHHousePart201Room3WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart201Effect (HearthFires.esm:007A96)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AB1,BYOHHousePart202Room4WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart202Effect (HearthFires.esm:007A97)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AB2,BYOHHousePart203Room4WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart203Effect (HearthFires.esm:007A98)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AB3,BYOHHousePart204Room5WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart204Effect (HearthFires.esm:007A99)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AB4,BYOHHousePart205Room5WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart205Effect (HearthFires.esm:007A9A)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AB5,BYOHHousePart206Room6WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart206Effect (HearthFires.esm:007A9B)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AB6,BYOHHousePart207Room6WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart207Effect (HearthFires.esm:007A9C)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AB7,BYOHHousePart208Room7WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart208Effect (HearthFires.esm:007A9D)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AB8,BYOHHousePart209Room7WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart209Effect (HearthFires.esm:007A9E)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AB9,BYOHHousePart210Room8WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart210Effect (HearthFires.esm:007A9F)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007ABA,BYOHHousePart211Room8WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart211Effect (HearthFires.esm:007AA0)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007ABB,BYOHHousePart212Room9WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart212Effect (HearthFires.esm:007AA1)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007ABC,BYOHHousePart213Room9WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart213Effect (HearthFires.esm:007AA2)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007ABD,BYOHHousePart214Room10WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart214Effect (HearthFires.esm:007AA3)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007ABE,BYOHHousePart215Room10WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart215Effect (HearthFires.esm:007AA4)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007ABF,BYOHHousePart216Room11WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart216Effect (HearthFires.esm:007AA5)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AC0,BYOHHousePart217Room11WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart217Effect (HearthFires.esm:007AA6)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AC1,BYOHHousePart218Room12WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart218Effect (HearthFires.esm:007AA7)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:007AC2,BYOHHousePart219Room12WorkbenchEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePart219Effect (HearthFires.esm:007AA8)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:00F3C0,BYOHHousePartEnchantingTableEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePartEnchantingTableEffect (HearthFires.esm:00F3BF)|mag=0|area=0|dur=0,enchantment effect reference,extracted
HearthFires.esm,HearthFires.esm:003126,BYOHHousePartRoom1RemodelAEnch,,Enchantment,ConstantEffect,Self,0,BYOHHousePartRoom1RemodelAEffect (HearthFires.esm:003127)|mag=0|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0C5BE2,BoundBattleaxeEnchantment,Bound Battleaxe FX,Enchantment,FireAndForget,Touch,0,EnchBoundBattleaxeFX (Skyrim.esm:0C5BE0)|mag=1|area=0|dur=0; PerkOblivionBindingFFContact (Skyrim.esm:0D799D)|mag=99|area=0|dur=0; PerkSoulStealerFFContact (Skyrim.esm:0D799F)|mag=0|area=0|dur=5; PerkTurnUndeadFFContact (Skyrim.esm:0E826D)|mag=99|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0C5BE3,BoundBowEnchantment,Bound Bow FX,Enchantment,FireAndForget,Touch,0,EnchBoundBowFX (Skyrim.esm:0C5BE1)|mag=1|area=0|dur=0; PerkOblivionBindingFFContact (Skyrim.esm:0D799D)|mag=50|area=0|dur=0; PerkSoulStealerFFContact (Skyrim.esm:0D799F)|mag=0|area=0|dur=5; PerkTurnUndeadFFContact (Skyrim.esm:0E826D)|mag=99|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:069CE7,BoundSwordEnchantment,Bound Sword FX,Enchantment,FireAndForget,Touch,0,EnchBoundSwordFX (Skyrim.esm:069CE6)|mag=1|area=0|dur=0; PerkOblivionBindingFFContact (Skyrim.esm:0D799D)|mag=99|area=0|dur=0; PerkSoulStealerFFContact (Skyrim.esm:0D799F)|mag=0|area=0|dur=5; PerkTurnUndeadFFContact (Skyrim.esm:0E826D)|mag=99|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0F23FA,C06BladeOfYsgramorEnchanment,Elf Slayer,Enchantment,FireAndForget,Touch,0,C06BladeOfYsgramorEnchEffect (Skyrim.esm:0F23F9)|mag=0|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:101BDF,crAtronachExplosionFireDamage,Fire Damage,Enchantment,FireAndForget,Touch,15,EnchFireDamageFFContact (Skyrim.esm:04605A)|mag=10|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F23C9,DA02EnchPoisonCloak,Boethiah's Embrace,Enchantment,ConstantEffect,Self,0,DA02ArmorPoisonCloak (Skyrim.esm:081182)|mag=10|area=0|dur=0; DA02MuffleConstantSelf (Skyrim.esm:0F23CA)|mag=1|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10660A,DA03ClavicusMaskEnch,Articulation,Enchantment,ConstantEffect,Self,342,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=20|area=0|dur=0; EnchFortifyPersuasionConstantSelf (Skyrim.esm:0D6933)|mag=10|area=0|dur=0; EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=5|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F8302,DA05HircinesRingCursedEnchantment,Cursed Ring of Hircine,Enchantment,ConstantEffect,Self,0,DA05HircinesRingCursedMagicEffect (Skyrim.esm:0F8300)|mag=1|area=0|dur=1,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0F8301,DA05HircinesRingEnchantment,Ring of Hircine,Enchantment,ConstantEffect,Self,0,DA05HircinesRingMagicEffect (Skyrim.esm:0F82FF)|mag=0.25|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:1097B7,DA05SaviorsHideEnchantment,Resist Magic,Enchantment,ConstantEffect,Self,603,EnchRobesResistMagicConstantSelf (Skyrim.esm:109637)|mag=15|area=0|dur=0; EnchResistPoisonConstantSelf (Skyrim.esm:0FF15E)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FA732,DA06VolendrungEnchantment,Volendrung Enchantment,Enchantment,FireAndForget,Touch,129,EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=50|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:091AE7,DA07MehrunesRazorEnchantment,Mehrunes Razor Enchantment,Enchantment,FireAndForget,Touch,0,DA07MehrunesRazorMagicEffect (Skyrim.esm:091AE5)|mag=0|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0EA28C,DA08EbonyBladeEnchantment,Ebony Blade Enchantment,Enchantment,FireAndForget,Touch,0,DA08EbonyBladeMagicEffect (Skyrim.esm:0EA28D)|mag=1|area=0|dur=0; DA08FactionSwap (Skyrim.esm:0F23FC)|mag=0|area=0|dur=10,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10FAF0,DA08EbonyBladeTraditionalEnchantment,Ebony Blade Enchantment,Enchantment,FireAndForget,Touch,0,DA08EnchAbsorbHealthFFContact (Skyrim.esm:10FAF1)|mag=10|area=0|dur=1; DA08EnchAbsorbHealthFFContact (Skyrim.esm:10FAF1)|mag=14|area=0|dur=1; DA08EnchAbsorbHealthFFContact (Skyrim.esm:10FAF1)|mag=18|area=0|dur=1; DA08EnchAbsorbHealthFFContact (Skyrim.esm:10FAF1)|mag=22|area=0|dur=1; DA08EnchAbsorbHealthFFContact (Skyrim.esm:10FAF1)|mag=30|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0FEE34,DA09EncDawnbreaker,Dawnbreaker,Enchantment,FireAndForget,Touch,16,DA09EncDawnbreakeScriptEffect (Skyrim.esm:0FEE38)|mag=1|area=0|dur=10; DA09EnchDawnbreakerEnchFireDamageFFContact (Skyrim.esm:0FEFBC)|mag=10|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:091AE4,DA10MaceofMolagBalEnchantment,Mace of Molag Bal Enchantment,Enchantment,FireAndForget,Touch,39,EnchStaminaDamageFFContact (Skyrim.esm:05B450)|mag=25|area=0|dur=0; EnchMagickaDamageFFContact (Skyrim.esm:05B44F)|mag=25|area=0|dur=0; EnchSoulTrapFFContact (Skyrim.esm:05B452)|mag=0|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0DD028,DA10ReanimateEnch,DA10ReanimateEnch,Enchantment,FireAndForget,Touch,0,DA10ReanimateEffect (Skyrim.esm:0DD026)|mag=1|area=0|dur=1,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:091AE8,DA11RingofNamiraEnchantment,Ring of Namira,Enchantment,ConstantEffect,Self,369,DA11NamiraBlessingEffect (Skyrim.esm:0EE5C4)|mag=50|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0C51F7,DA13SpellBreakerEnch,Spellbreaker,Enchantment,ConstantEffect,Self,51,DA13SpellbreakerwardEffect (Skyrim.esm:07DCDB)|mag=50|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10E38D,DA14StaffEnchSummonDremora,Summon Dremora,StaffEnchantment,FireAndForget,TargetLocation,215,DA14SummonDremora (Skyrim.esm:10E38E)|mag=0|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:09B245,DA15StaffEnchWabbajack,Wabbajack Damage,StaffEnchantment,FireAndForget,Aimed,100,DA15WabbajackFF (Skyrim.esm:09B246)|mag=1|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0A0D9B,DA16SkullofCorruptionEnchantment,Waking Nightmare,StaffEnchantment,FireAndForget,Aimed,40,DA16Skull01Dreamsteal (Skyrim.esm:0A0D94)|mag=10|area=5|dur=43200; DA16Skull04WakingMajor (Skyrim.esm:0A0D97)|mag=40|area=15|dur=0; DA16Skull03WakingMinor (Skyrim.esm:0A0D96)|mag=15|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0FBFED,DB10TrapFireTriggerEnch01,FireDamage,Enchantment,FireAndForget,Touch,0,DB10TrapFireTriggerBoxHEAVY (Skyrim.esm:0FBFEA)|mag=15|area=0|dur=2; DB10TrapFireEffectLIGHT (Skyrim.esm:0FBFEC)|mag=2|area=0|dur=4,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0FF15D,DBEnchantGloves,Backstab,Enchantment,ConstantEffect,Self,5,DBEnchBackstab (Skyrim.esm:0FF15C)|mag=0|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:064929,DBEnchantJester,Fortify Barter and One-Handed,Enchantment,ConstantEffect,Self,152,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=12|area=0|dur=0; EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=12|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:064930,DBEnchantJesterCicero,Fortify Speech and One-H,Enchantment,ConstantEffect,Self,268,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=20|area=0|dur=0; EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0DC44E,DBEnchantNightWeaveBand,Fortify Sneak and Destruction,Enchantment,ConstantEffect,Self,124,EnchFortifySneakConstantSelf (Skyrim.esm:07A103)|mag=10|area=0|dur=0; EnchFortifyDestructionConstantSelf (Skyrim.esm:07A0F6)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:064927,DBEnchantShrouded,Resist Poison,Enchantment,ConstantEffect,Self,0,EnchResistPoisonConstantSelf (Skyrim.esm:0FF15E)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
