plugin,record_type,formid,editor_id,name,flags,interaction_keyword,workbench_type,uses_skill,items,modding_use,validation
Skyrim.esm,FURN,Skyrim.esm:0FF516,SOVBenchHeadTable01,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:084D1C,SpitPotClosed01NOTCRAFTING,Pot,0,ActorTypeNPC (Skyrim.esm:013794),CreateObject,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDC5,UpperBedChildDouble01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDC6,UpperBedChildDouble01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDC7,UpperBedChildDouble01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDC8,UpperBedChildSingle01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDC9,UpperBedChildSingle01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDCA,UpperBedChildSingle01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:021376,UpperBedDouble01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F50F9,UpperBedDouble01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0B2839,UpperBedDouble01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:021377,UpperBedSingle01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B436,UpperBedSingle01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B430,UpperBedSingle01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C07F4,UpperTableBench01,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C07F5,UpperTableBench02,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0EA33B,WriteTableStanding,WriteOnTable,1073741826,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D4847,WRTempleBench01,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D4848,WRTempleHealingAltar01,Healing Altar,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,ritual/religion interaction candidate,candidate-extracted
Update.esm,CONT,Update.esm:003159,ccBGS_ARChest01Loot,Ayleid Cask,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Update.esm,CONT,Update.esm:00315A,ccBGS_ARChest01Potions,Ayleid Cask,0,,,, x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Update.esm,CONT,Update.esm:00315B,ccBGS_ARChest02Loot,Ayleid Cask,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Update.esm,CONT,Update.esm:00315C,ccBGS_ARChest02LootSpecial,Ayleid Reliquary,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Update.esm,CONT,Skyrim.esm:0ABD9E,MerchantDBSanctuaryMerchantChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Update.esm,CONT,Skyrim.esm:078C0C,MerchantRiverwoodTraderChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Update.esm,CONT,Skyrim.esm:0B2035,MerchantSolitudeFletcher,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Update.esm,CONT,Skyrim.esm:098BA2,MerchantWCollegePhinisChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Update.esm,CONT,Update.esm:00327E,WEMerchantHunterChest,Chest,Respawns,,,,,vendor/container economy candidate,candidate-extracted
