plugin,formid,editor_id,item_count,items,modding_use,validation
Skyrim.esm,Skyrim.esm:01717C,MagicStormCallNoWorkHereList,4,Blackreach (Skyrim.esm:01EE62); AlftandWorld (Skyrim.esm:069857); BrinewaterGrottoWorld (Skyrim.esm:050015); LabyrinthianWorld (Skyrim.esm:01CDD3),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0964D8,MammothFactionFormList,1,MammothFaction (Skyrim.esm:04359B),curated record set,candidate-extracted
Skyrim.esm,Skyrim.esm:094387,MarkarthTempleofDibellaLockList,4,Senna (Skyrim.esm:0133B7); Hamal (Skyrim.esm:01E765); Anwen (Skyrim.esm:013386); Orla (Skyrim.esm:0133B0),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:06C978,PreyFactionFormList,1,PreyFaction (Skyrim.esm:02E894),curated record set,candidate-extracted
Skyrim.esm,Skyrim.esm:1036F9,RiftenJailGuardsforDialogue,2,GuardRiftenSonsKeepPrison01 (Skyrim.esm:0458A7); GuardRiftenImperialKeepPrison01 (Skyrim.esm:04587C),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A2525,RiftenTempleofMaraLockList,3,Dinya (Skyrim.esm:013352); Maramal (Skyrim.esm:01335B); Briehl (Skyrim.esm:0585FB),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0C13FE,SolitudeTempleoftheDivinesLockList,0,,religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:075D2E,TempleOfMaraPriestVoicetypes,2,FemaleSultry (Skyrim.esm:013AE0); MaleEvenToned (Skyrim.esm:013AD2),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:074A87,TG00SPGuardVoiceTypes,2,MaleNord (Skyrim.esm:013AE6); MaleSoldier (Skyrim.esm:01B55F),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:013637,TownKynesgroveResidentList,5,Kjeld (Skyrim.esm:013663); Iddra (Skyrim.esm:013662); KjeldtheYounger (Skyrim.esm:013661); Dravynea (Skyrim.esm:01365F); GannaUriel (Skyrim.esm:01365D),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:082F6E,TrapGasMagicDrawn,23,WallOfFlames (Skyrim.esm:035D7F); VoiceFireBreath3 (Skyrim.esm:03F9ED); VoiceFireBreath2 (Skyrim.esm:03F9EC); VoiceFireBreath1 (Skyrim.esm:03F9EB); VoiceFireBall3 (Skyrim.esm:04DBA8); VoiceFireBall2 (Skyrim.esm:04DBA7); VoiceFireBall1 (Skyrim.esm:04DBA6); VoiceDragonFireBall01 (Skyrim.esm:0742CE); VoiceDragonFire01 (Skyrim.esm:0252C2); HazardFireSpell (Skyrim.esm:0153BD); HazardFireDragonSpell (Skyrim.esm:02ACD5); FlameThrall (Skyrim.esm:07E5D5); Flames (Skyrim.esm:012FCD); FlameCloakDmg (Skyrim.esm:02B385); flameCloak (Skyrim.esm:03AE9F); FireStorm (Skyrim.esm:07A82B); FireRune (Skyrim.esm:05DB90); Firebolt (Skyrim.esm:012FD0); Fireball (Skyrim.esm:01C789); crAtronachFlameFlames (Skyrim.esm:07E881); crAtronachFlameFirebolt (Skyrim.esm:07E882); crAtronachCloakFlameDmg (Skyrim.esm:06445B); AbFlameAtronach (Skyrim.esm:02F3B5),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:082E16,TrapGasOnMagicEffectApply,13,AbAtronachCloakShock (Skyrim.esm:06D51E); AbAtronachCloakFire (Skyrim.esm:064459); VoiceDragonFireBreathEffect1 (Skyrim.esm:0252C1); VoiceFireBreathEffect3 (Skyrim.esm:0562EB); VoiceFireBreathEffect2 (Skyrim.esm:0562EA); VoiceFireBreathEffect1 (Skyrim.esm:020E16); RuneFireFFLocation (Skyrim.esm:05DB8F); HazardFireDamageFFContact (Skyrim.esm:02ACD4); FireDamageFFSelfArea100 (Skyrim.esm:07A82A); FireDamageFFAimedArea (Skyrim.esm:01CEA1); FireDamageFFAimed (Skyrim.esm:012F03); FireDamageConcAimed (Skyrim.esm:013CA9); FireCloakFFSelf (Skyrim.esm:03AE9E),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:09379F,VendorItemsApothecary,7,VendorItemRecipe (Skyrim.esm:0F5CB0); VendorItemFoodRaw (Skyrim.esm:0A0E56); VendorItemPotion (Skyrim.esm:08CDEC); VendorItemPoison (Skyrim.esm:08CDED); VendorItemIngredient (Skyrim.esm:08CDEB); VendorItemFood (Skyrim.esm:08CDEA); VendorItemAnimalPart (Skyrim.esm:0914EB),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:066333,VendorItemsBlacksmith,6,VendorItemAnimalHide (Skyrim.esm:0914EA); VendorItemArrow (Skyrim.esm:0917E7); VendorItemWeapon (Skyrim.esm:08F958); VendorItemOreIngot (Skyrim.esm:0914EC); VendorItemTool (Skyrim.esm:0914EE); VendorItemArmor (Skyrim.esm:08F959),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10C42E,VendorItemsCollegeUrag,2,VendorItemSpellTome (Skyrim.esm:0937A5); VendorItemBook (Skyrim.esm:0937A2),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0ABDA0,VendorItemsDB,8,VendorItemRecipe (Skyrim.esm:0F5CB0); VendorItemTool (Skyrim.esm:0914EE); VendorItemFoodRaw (Skyrim.esm:0A0E56); VendorItemPotion (Skyrim.esm:08CDEC); VendorItemPoison (Skyrim.esm:08CDED); VendorItemIngredient (Skyrim.esm:08CDEB); VendorItemFood (Skyrim.esm:08CDEA); VendorItemAnimalPart (Skyrim.esm:0914EB),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:09F256,VendorItemsDrunkenHuntsman,5,VendorItemFood (Skyrim.esm:08CDEA); VendorItemArmor (Skyrim.esm:08F959); VendorItemWeapon (Skyrim.esm:08F958); VendorItemTool (Skyrim.esm:0914EE); VendorItemArrow (Skyrim.esm:0917E7),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0937A8,VendorItemsFletcher,4,VendorItemArmor (Skyrim.esm:08F959); VendorItemWeapon (Skyrim.esm:08F958); VendorItemTool (Skyrim.esm:0914EE); VendorItemArrow (Skyrim.esm:0917E7),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10D9D4,VendorItemsHunter,3,VendorItemAnimalPart (Skyrim.esm:0914EB); VendorItemAnimalHide (Skyrim.esm:0914EA); VendorItemFoodRaw (Skyrim.esm:0A0E56),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0914F0,VendorItemsInnkeeper,2,VendorItemFoodRaw (Skyrim.esm:0A0E56); VendorItemFood (Skyrim.esm:08CDEA),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10BED9,VendorItemsInnkeeperOrgnar,3,VendorItemIngredient (Skyrim.esm:08CDEB); VendorItemFoodRaw (Skyrim.esm:0A0E56); VendorItemFood (Skyrim.esm:08CDEA),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0937A7,VendorItemsJeweler,4,VendorItemTool (Skyrim.esm:0914EE); VendorItemGem (Skyrim.esm:0914ED); VendorItemJewelry (Skyrim.esm:08F95A); VendorItemOreIngot (Skyrim.esm:0914EC),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0BEC58,VendorItemsLumberjack,1,VendorItemFireword (Skyrim.esm:0BECD7),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:06CB48,VendorItemsMisc,2,VendorNoSale (Skyrim.esm:0FF9FB); VendorItemKey (Skyrim.esm:0914EF),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0B9C1F,VendorItemsMiscLucan,3,MS13ClawKeyword (Skyrim.esm:0B9C20); VendorItemKey (Skyrim.esm:0914EF); VendorNoSale (Skyrim.esm:0FF9FB),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0937A1,VendorItemsSpells,8,VendorItemJewelry (Skyrim.esm:08F95A); VendorItemClothing (Skyrim.esm:08F95B); VendorItemScroll (Skyrim.esm:0A0E57); VendorItemDaedricArtifact (Skyrim.esm:0917E8); VendorItemStaff (Skyrim.esm:0937A4); VendorItemSpellTome (Skyrim.esm:0937A5); VendorItemSoulGem (Skyrim.esm:0937A3); VendorItemBook (Skyrim.esm:0937A2),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0937A0,VendorItemsTailor,2,VendorItemJewelry (Skyrim.esm:08F95A); VendorItemClothing (Skyrim.esm:08F95B),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:07038C,VoicesThalmorGuards,2,FemaleElfHaughty (Skyrim.esm:013AF1); MaleElfHaughty (Skyrim.esm:013AF0),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:03FF6B,VoicesVendor,29,MaleEvenTonedAccented (Skyrim.esm:0EA267); MaleCommonerAccented (Skyrim.esm:0EA266); MaleYoungEager (Skyrim.esm:013AD1); MaleSlyCynical (Skyrim.esm:013AD5); MaleOrc (Skyrim.esm:013AEA); MaleOldGrumpy (Skyrim.esm:013AD7); MaleOldKindly (Skyrim.esm:013AD6); MaleNord (Skyrim.esm:013AE6); MaleEvenToned (Skyrim.esm:013AD2); MaleElfHaughty (Skyrim.esm:013AF0); MaleDarkElf (Skyrim.esm:013AF2); MaleCondescending (Skyrim.esm:013AD9); MaleCommoner (Skyrim.esm:013AD3); MaleBrute (Skyrim.esm:013ADA); MaleArgonian (Skyrim.esm:013AEE); FemaleYoungEager (Skyrim.esm:013ADC); FemaleSultry (Skyrim.esm:013AE0); FemaleShrill (Skyrim.esm:013BC3); FemaleOrc (Skyrim.esm:013AEB); FemaleOldGrumpy (Skyrim.esm:013AE2); FemaleOldKindly (Skyrim.esm:013AE1); FemaleNord (Skyrim.esm:013AE7); FemaleEvenToned (Skyrim.esm:013ADD); FemaleElfHaughty (Skyrim.esm:013AF1); FemaleDarkElf (Skyrim.esm:013AF3); FemaleCondescending (Skyrim.esm:013AE4); FemaleCommoner (Skyrim.esm:013ADE); FemaleCommander (Skyrim.esm:013AE3); FemaleArgonian (Skyrim.esm:013AEF),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0B3294,VoicesVigilantOfStendarr,2,MaleEvenTonedAccented (Skyrim.esm:0EA267); FemaleEvenToned (Skyrim.esm:013ADD),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10DEA0,WerewolfDispelList,8,HowlWerewolfSummonWolves3 (Skyrim.esm:0CF7A1); HowlWerewolfSummonWolves2 (Skyrim.esm:0CF7A0); HowlWerewolfSummonWolves1 (Skyrim.esm:0CF79D); DBSummonAssassin (Skyrim.esm:0618C6); StormThrall (Skyrim.esm:07E5D7); FrostThrall (Skyrim.esm:07E5D6); FlameThrall (Skyrim.esm:07E5D5); DeadThrall (Skyrim.esm:07E8DF),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0957F6,WerewolfHateFactions,18,DB09TowerFaction (Skyrim.esm:10FE28); CrimeFactionNull (Skyrim.esm:02B036); KarthwastenSilverFishGuards (Skyrim.esm:0622E6); CrimeFactionCidhnaMine (Skyrim.esm:10B1FC); CrimeFactionGreybeard (Skyrim.esm:10F72B); CrimeFactionKhajiitCaravans (Skyrim.esm:10CEE9); CrimeFactionWinterhold (Skyrim.esm:02816F); CrimeFactionWhiterun (Skyrim.esm:0267EA); CrimeFactionSons (Skyrim.esm:028849); CrimeFactionRift (Skyrim.esm:02816B); CrimeFactionReach (Skyrim.esm:02816C); CrimeFactionPale (Skyrim.esm:02816E); CrimeFactionOrcs (Skyrim.esm:028713); CrimeFactionImperial (Skyrim.esm:028848); CrimeFactionHjaalmarch (Skyrim.esm:02816D); CrimeFactionHaafingar (Skyrim.esm:029DB0); CrimeFactionFalkreath (Skyrim.esm:028170); CrimeFactionEastmarch (Skyrim.esm:0267E3),curated record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A8A8A,WICastMagicNonHostileCourageSpells,2,Rally (Skyrim.esm:04DEEC); Courage (Skyrim.esm:04DEE8),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A8A9A,WICastMagicNonHostileHealingSpells,2,HealingHands (Skyrim.esm:04D3F2); HealOther (Skyrim.esm:012FD2),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A8A99,WICastMagicNonHostileStealthSpells,0,,magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A8A9F,WICastMagicNonHostileVoicesA,19,MaleNordCommander (Skyrim.esm:0E5003); MaleSlyCynical (Skyrim.esm:013AD5); MaleSoldier (Skyrim.esm:01B55F); MaleOrc (Skyrim.esm:013AEA); MaleOldGrumpy (Skyrim.esm:013AD7); MaleNord (Skyrim.esm:013AE6); MaleElfHaughty (Skyrim.esm:013AF0); MaleDarkElf (Skyrim.esm:013AF2); MaleCondescending (Skyrim.esm:013AD9); MaleCommander (Skyrim.esm:013AD8); MaleBrute (Skyrim.esm:013ADA); FemaleSultry (Skyrim.esm:013AE0); FemaleOrc (Skyrim.esm:013AEB); FemaleOldGrumpy (Skyrim.esm:013AE2); FemaleNord (Skyrim.esm:013AE7); FemaleElfHaughty (Skyrim.esm:013AF1); FemaleDarkElf (Skyrim.esm:013AF3); FemaleCondescending (Skyrim.esm:013AE4); FemaleCommander (Skyrim.esm:013AE3),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A8AA4,WICastMagicNonHostileVoicesB,11,MaleEvenTonedAccented (Skyrim.esm:0EA267); MaleCommonerAccented (Skyrim.esm:0EA266); MaleYoungEager (Skyrim.esm:013AD1); MaleOldKindly (Skyrim.esm:013AD6); MaleEvenToned (Skyrim.esm:013AD2); MaleCommoner (Skyrim.esm:013AD3); FemaleYoungEager (Skyrim.esm:013ADC); FemaleShrill (Skyrim.esm:013BC3); FemaleOldKindly (Skyrim.esm:013AE1); FemaleEvenToned (Skyrim.esm:013ADD); FemaleCommoner (Skyrim.esm:013ADE),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A8AB6,WICastMagicNonHostileVoicesC,9,MaleKhajiit (Skyrim.esm:013AEC); MaleDrunk (Skyrim.esm:013AD4); MaleCoward (Skyrim.esm:013ADB); MaleChild (Skyrim.esm:013AE8); MaleArgonian (Skyrim.esm:013AEE); FemaleKhajiit (Skyrim.esm:013AED); FemaleCoward (Skyrim.esm:013AE5); FemaleChild (Skyrim.esm:013AE9); FemaleArgonian (Skyrim.esm:013AEF),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A8A89,WICastMagicNonHostileWeirdSpells,8,TurnUndead (Skyrim.esm:05DD5D); ExpelDaedra (Skyrim.esm:06F952); ReanimateCorpse (Skyrim.esm:065BD7); SoulTrap (Skyrim.esm:04DBA4); Harmony (Skyrim.esm:07E8DB); Pacify (Skyrim.esm:04DEED); Calm (Skyrim.esm:04DEE9); Magelight (Skyrim.esm:043323),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A866B,WICommentDaedricArtifactVoices,14,MaleSlyCynical (Skyrim.esm:013AD5); MaleOrc (Skyrim.esm:013AEA); MaleOldGrumpy (Skyrim.esm:013AD7); MaleKhajiit (Skyrim.esm:013AEC); MaleElfHaughty (Skyrim.esm:013AF0); MaleDarkElf (Skyrim.esm:013AF2); MaleCommander (Skyrim.esm:013AD8); MaleArgonian (Skyrim.esm:013AEE); FemaleOrc (Skyrim.esm:013AEB); FemaleOldGrumpy (Skyrim.esm:013AE2); FemaleKhajiit (Skyrim.esm:013AED); FemaleElfHaughty (Skyrim.esm:013AF1); FemaleCommander (Skyrim.esm:013AE3); FemaleArgonian (Skyrim.esm:013AEF),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A9B22,WICommentMagicColorfulVoices,13,MaleEvenTonedAccented (Skyrim.esm:0EA267); MaleCommonerAccented (Skyrim.esm:0EA266); MaleYoungEager (Skyrim.esm:013AD1); MaleNord (Skyrim.esm:013AE6); MaleEvenToned (Skyrim.esm:013AD2); MaleDrunk (Skyrim.esm:013AD4); MaleCommoner (Skyrim.esm:013AD3); MaleChild (Skyrim.esm:013AE8); FemaleYoungEager (Skyrim.esm:013ADC); FemaleNord (Skyrim.esm:013AE7); FemaleEvenToned (Skyrim.esm:013ADD); FemaleCommoner (Skyrim.esm:013ADE); FemaleChild (Skyrim.esm:013AE9),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0AB3F9,WICommentMagicDangerousVoices,38,MaleEvenTonedAccented (Skyrim.esm:0EA267); MaleCommonerAccented (Skyrim.esm:0EA266); MaleYoungEager (Skyrim.esm:013AD1); MaleSlyCynical (Skyrim.esm:013AD5); MaleSoldier (Skyrim.esm:01B55F); MaleOrc (Skyrim.esm:013AEA); MaleOldKindly (Skyrim.esm:013AD6); MaleOldGrumpy (Skyrim.esm:013AD7); MaleNord (Skyrim.esm:013AE6); MaleKhajiit (Skyrim.esm:013AEC); MaleEvenToned (Skyrim.esm:013AD2); MaleElfHaughty (Skyrim.esm:013AF0); MaleDrunk (Skyrim.esm:013AD4); MaleDarkElf (Skyrim.esm:013AF2); MaleCoward (Skyrim.esm:013ADB); MaleCondescending (Skyrim.esm:013AD9); MaleCommoner (Skyrim.esm:013AD3); MaleCommander (Skyrim.esm:013AD8); MaleChild (Skyrim.esm:013AE8); MaleBrute (Skyrim.esm:013ADA); MaleArgonian (Skyrim.esm:013AEE); FemaleYoungEager (Skyrim.esm:013ADC); FemaleSultry (Skyrim.esm:013AE0); FemaleShrill (Skyrim.esm:013BC3); FemaleOrc (Skyrim.esm:013AEB); FemaleOldKindly (Skyrim.esm:013AE1); FemaleOldGrumpy (Skyrim.esm:013AE2); FemaleNord (Skyrim.esm:013AE7); FemaleKhajiit (Skyrim.esm:013AED); FemaleEvenToned (Skyrim.esm:013ADD); FemaleElfHaughty (Skyrim.esm:013AF1); FemaleDarkElf (Skyrim.esm:013AF3); FemaleCoward (Skyrim.esm:013AE5); FemaleCondescending (Skyrim.esm:013AE4); FemaleCommoner (Skyrim.esm:013ADE); FemaleCommander (Skyrim.esm:013AE3); FemaleChild (Skyrim.esm:013AE9); FemaleArgonian (Skyrim.esm:013AEF),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:038776,WIGuardVoiceTypes,3,MaleGuard (Skyrim.esm:0AA8D3); MaleSoldier (Skyrim.esm:01B55F); FemaleNord (Skyrim.esm:013AE7),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:039790,WIVendorVoiceTypes,34,MaleEvenTonedAccented (Skyrim.esm:0EA267); MaleCommonerAccented (Skyrim.esm:0EA266); FemaleShrill (Skyrim.esm:013BC3); FemaleDarkElf (Skyrim.esm:013AF3); MaleDarkElf (Skyrim.esm:013AF2); FemaleElfHaughty (Skyrim.esm:013AF1); MaleElfHaughty (Skyrim.esm:013AF0); FemaleArgonian (Skyrim.esm:013AEF); MaleArgonian (Skyrim.esm:013AEE); FemaleKhajiit (Skyrim.esm:013AED); MaleKhajiit (Skyrim.esm:013AEC); FemaleOrc (Skyrim.esm:013AEB); MaleOrc (Skyrim.esm:013AEA); FemaleChild (Skyrim.esm:013AE9); MaleChild (Skyrim.esm:013AE8); FemaleNord (Skyrim.esm:013AE7); MaleNord (Skyrim.esm:013AE6); FemaleCoward (Skyrim.esm:013AE5); FemaleCondescending (Skyrim.esm:013AE4); FemaleCommander (Skyrim.esm:013AE3); FemaleOldGrumpy (Skyrim.esm:013AE2); FemaleOldKindly (Skyrim.esm:013AE1); FemaleSultry (Skyrim.esm:013AE0); FemaleCommoner (Skyrim.esm:013ADE); FemaleEvenToned (Skyrim.esm:013ADD); FemaleYoungEager (Skyrim.esm:013ADC); MaleBrute (Skyrim.esm:013ADA); MaleCondescending (Skyrim.esm:013AD9); MaleOldGrumpy (Skyrim.esm:013AD7); MaleOldKindly (Skyrim.esm:013AD6); MaleSlyCynical (Skyrim.esm:013AD5); MaleCommoner (Skyrim.esm:013AD3); MaleEvenToned (Skyrim.esm:013AD2); MaleYoungEager (Skyrim.esm:013AD1),vendor/economy record set,candidate-extracted
Update.esm,Skyrim.esm:0957F6,WerewolfHateFactions,19,DB09TowerFaction (Skyrim.esm:10FE28); CrimeFactionNull (Skyrim.esm:02B036); KarthwastenSilverFishGuards (Skyrim.esm:0622E6); CrimeFactionCidhnaMine (Skyrim.esm:10B1FC); CrimeFactionGreybeard (Skyrim.esm:10F72B); CrimeFactionKhajiitCaravans (Skyrim.esm:10CEE9); CrimeFactionWinterhold (Skyrim.esm:02816F); CrimeFactionWhiterun (Skyrim.esm:0267EA); CrimeFactionSons (Skyrim.esm:028849); CrimeFactionRift (Skyrim.esm:02816B); CrimeFactionReach (Skyrim.esm:02816C); CrimeFactionPale (Skyrim.esm:02816E); CrimeFactionOrcs (Skyrim.esm:028713); CrimeFactionImperial (Skyrim.esm:028848); CrimeFactionHjaalmarch (Skyrim.esm:02816D); CrimeFactionHaafingar (Skyrim.esm:029DB0); CrimeFactionFalkreath (Skyrim.esm:028170); CrimeFactionEastmarch (Skyrim.esm:0267E3); DA05HuntersOfHircineFaction (Skyrim.esm:0955E6),curated record set,candidate-extracted
