plugin,formid,editor_id,modding_read,validation
Skyrim.esm,Skyrim.esm:04B86A,WIGamesHideAndSeekStart,general keyword,extracted
Skyrim.esm,Skyrim.esm:0AE005,WIGamesTagStart,general keyword,extracted
Skyrim.esm,Skyrim.esm:0A3C4C,WIRentRoomWalkToStart,general keyword,extracted
Skyrim.esm,Skyrim.esm:06D1E5,WISabotageStart,general keyword,extracted
Skyrim.esm,Skyrim.esm:09166A,WispChild01,general keyword,extracted
Skyrim.esm,Skyrim.esm:09166B,WispChild02,general keyword,extracted
Skyrim.esm,Skyrim.esm:09166C,WispChild03,general keyword,extracted
Skyrim.esm,Skyrim.esm:0A9B1E,WISpellColorful,general keyword,extracted
Skyrim.esm,Skyrim.esm:0A9B1F,WISpellDangerous,general keyword,extracted
Skyrim.esm,Skyrim.esm:091669,WispParent,general keyword,extracted
Skyrim.esm,Skyrim.esm:0BB958,WoodPickUp,general keyword,extracted
Skyrim.esm,Skyrim.esm:06D95F,WRackActivator,general keyword,extracted
Skyrim.esm,Skyrim.esm:06ABC3,WRackBattleaxe,general keyword,extracted
Skyrim.esm,Skyrim.esm:06ABC7,WRackBow,general keyword,extracted
Skyrim.esm,Skyrim.esm:06ABC2,WRackGreatsword,general keyword,extracted
Skyrim.esm,Skyrim.esm:071AEE,WRackMace,general keyword,extracted
Skyrim.esm,Skyrim.esm:07DD60,WRackShield,general keyword,extracted
Skyrim.esm,Skyrim.esm:071B05,WRackStaff,general keyword,extracted
Skyrim.esm,Skyrim.esm:0879C2,WRackStartingWeapon,general keyword,extracted
Skyrim.esm,Skyrim.esm:071AEA,WRackSword,general keyword,extracted
Skyrim.esm,Skyrim.esm:06D95E,WRackTrigger,general keyword,extracted
Skyrim.esm,Skyrim.esm:071AF0,WRackWaraxe,general keyword,extracted
Skyrim.esm,Skyrim.esm:06ABC4,WRackWarhammer,general keyword,extracted
Update.esm,Update.esm:0009BE,ArmorMaterialBearStormcloak,equipment classification,extracted
Update.esm,Update.esm:0009C0,ArmorMaterialBlades,equipment classification,extracted
Update.esm,Update.esm:0009BD,ArmorMaterialFalmer,equipment classification,extracted
Update.esm,Update.esm:0009B9,ArmorMaterialForsworn,equipment classification,extracted
Update.esm,Update.esm:0009BA,ArmorMaterialMS02Forsworn,equipment classification,extracted
Update.esm,Update.esm:0009BB,ArmorMaterialPenitus,equipment classification,extracted
Update.esm,Update.esm:0009BC,ArmorMaterialThievesGuild,equipment classification,extracted
Update.esm,Update.esm:0009BF,ArmorMaterialThievesGuildLeader,equipment classification,extracted
Update.esm,Update.esm:00314B,Camping_CampfireCookingShared,general keyword,extracted
Update.esm,Update.esm:003093,ccBGS_ActorTypeCustomPetResponse01_Stay,general keyword,extracted
Update.esm,Update.esm:003094,ccBGS_ActorTypeCustomPetResponse02_Wait,general keyword,extracted
Update.esm,Update.esm:003095,ccBGS_ActorTypeCustomPetResponse03_GoHome,general keyword,extracted
Update.esm,Update.esm:003096,ccBGS_ActorTypeCustomPetResponse04_Trade,general keyword,extracted
Update.esm,Update.esm:003097,ccBGS_ActorTypeCustomPetResponse05_FollowfromDismissed,general keyword,extracted
Update.esm,Update.esm:003098,ccBGS_ActorTypeCustomPetResponse06_Wait,general keyword,extracted
Update.esm,Update.esm:003099,ccBGS_ActorTypeCustomPetResponse07_FollowfromWait,general keyword,extracted
Update.esm,Update.esm:003277,ccBGS_ArmorMaterialOrcishLight,equipment classification,extracted
Update.esm,Update.esm:002F95,ccDisallowSaddleSwap,general keyword,extracted
Update.esm,Update.esm:0030C6,CCHorseArmorKeyword,equipment classification,extracted
Update.esm,Update.esm:003054,CommandedVoiceExcluded,general keyword,extracted
Update.esm,Update.esm:000997,DA15WabbajackExcludedKeyword,general keyword,extracted
Update.esm,Update.esm:0009A2,ImmuneDragonPairedKill,general keyword,extracted
Update.esm,Update.esm:002EDA,MagicFlameCloak,general keyword,extracted
Update.esm,Update.esm:003278,MatchingSetHeavyExclude,general keyword,extracted
Update.esm,Update.esm:003279,MatchingSetLightExclude,general keyword,extracted
Update.esm,Update.esm:002ED8,Survival_ArmorCold,equipment classification,extracted
Update.esm,Update.esm:002ED9,Survival_ArmorWarm,equipment classification,extracted
Update.esm,Update.esm:002EDB,Survival_BodyAndHead,general keyword,extracted
Update.esm,Update.esm:002EDC,Survival_LocTypeFreeShrineUse,religion/quest/lore context candidate,extracted
Update.esm,Update.esm:00099F,WEDL06Letrush,general keyword,extracted
